model,mode,task_id,task_type,mutation_type,detected,detection_reasons
qwen2.5-coder:14b,grounded,T022,zonal_statistics,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:14b,grounded,T023,zonal_statistics,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:14b,grounded,T023,zonal_statistics,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:14b,grounded,T023,zonal_statistics,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:14b,grounded,T023,zonal_statistics,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:14b,grounded,T026,choropleth_export,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:14b,grounded,T026,choropleth_export,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:14b,grounded,T026,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:14b,grounded,T026,choropleth_export,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:14b,grounded,T026,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
qwen2.5-coder:14b,grounded,T027,choropleth_export,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:14b,grounded,T027,choropleth_export,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:14b,grounded,T027,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:14b,grounded,T027,choropleth_export,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:14b,grounded,T027,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
qwen2.5-coder:14b,grounded,T028,choropleth_export,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:14b,grounded,T028,choropleth_export,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:14b,grounded,T028,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:14b,grounded,T028,choropleth_export,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:14b,grounded,T028,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
qwen2.5-coder:14b,grounded,T029,choropleth_export,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:14b,grounded,T029,choropleth_export,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:14b,grounded,T029,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:14b,grounded,T029,choropleth_export,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:14b,grounded,T029,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
qwen2.5-coder:14b,grounded,T030,choropleth_export,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:14b,grounded,T030,choropleth_export,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:14b,grounded,T030,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:14b,grounded,T030,choropleth_export,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:14b,grounded,T030,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
qwen2.5-coder:32b,grounded,T001,buffer_service_area,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T001,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T001,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T001,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T001,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
qwen2.5-coder:32b,grounded,T002,buffer_service_area,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T002,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T002,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T002,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T002,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
qwen2.5-coder:32b,grounded,T003,buffer_service_area,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T003,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T003,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T003,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T003,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
qwen2.5-coder:32b,grounded,T004,buffer_service_area,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T004,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T004,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T004,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T004,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
qwen2.5-coder:32b,grounded,T005,buffer_service_area,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T005,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T005,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T005,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T005,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
qwen2.5-coder:32b,grounded,T006,overlay_intersection,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T006,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T006,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T006,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T007,overlay_intersection,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T007,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T007,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T007,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T008,overlay_intersection,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T008,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T008,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T008,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T009,overlay_intersection,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T009,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T009,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T009,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T010,overlay_intersection,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T010,overlay_intersection,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T010,overlay_intersection,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T010,overlay_intersection,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T011,point_count_join,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T011,point_count_join,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T011,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T011,point_count_join,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T012,point_count_join,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T012,point_count_join,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T012,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T012,point_count_join,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T013,point_count_join,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T013,point_count_join,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T013,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T013,point_count_join,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T014,point_count_join,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T014,point_count_join,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T014,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T014,point_count_join,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T015,point_count_join,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T015,point_count_join,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T015,point_count_join,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T015,point_count_join,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T016,raster_clip,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T016,raster_clip,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T016,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T016,raster_clip,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T017,raster_clip,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T017,raster_clip,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T017,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T017,raster_clip,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T018,raster_clip,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T018,raster_clip,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T018,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T018,raster_clip,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T019,raster_clip,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T019,raster_clip,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T019,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T019,raster_clip,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T020,raster_clip,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T020,raster_clip,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T020,raster_clip,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T020,raster_clip,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T021,zonal_statistics,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T021,zonal_statistics,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T021,zonal_statistics,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T021,zonal_statistics,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T022,zonal_statistics,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T022,zonal_statistics,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T022,zonal_statistics,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T022,zonal_statistics,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T023,zonal_statistics,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T023,zonal_statistics,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T023,zonal_statistics,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T023,zonal_statistics,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T026,choropleth_export,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T026,choropleth_export,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T026,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T026,choropleth_export,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T026,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
qwen2.5-coder:32b,grounded,T027,choropleth_export,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T027,choropleth_export,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T027,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T027,choropleth_export,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T027,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
qwen2.5-coder:32b,grounded,T030,choropleth_export,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:32b,grounded,T030,choropleth_export,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:32b,grounded,T030,choropleth_export,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:32b,grounded,T030,choropleth_export,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:32b,grounded,T030,choropleth_export,invalid_choropleth_colormap,1,invalid_colormap
qwen2.5-coder:3b,grounded,T001,buffer_service_area,wrong_operation_family,1,operation_mismatch;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T001,buffer_service_area,missing_required_layer_role,1,missing_layer_roles;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T001,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T001,buffer_service_area,wrong_output_filename,1,output_filename_mismatch;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T001,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
qwen2.5-coder:3b,grounded,T003,buffer_service_area,wrong_operation_family,1,operation_mismatch
qwen2.5-coder:3b,grounded,T003,buffer_service_area,missing_required_layer_role,1,missing_layer_roles
qwen2.5-coder:3b,grounded,T003,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles
qwen2.5-coder:3b,grounded,T003,buffer_service_area,wrong_output_filename,1,output_filename_mismatch
qwen2.5-coder:3b,grounded,T003,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
qwen2.5-coder:3b,grounded,T004,buffer_service_area,wrong_operation_family,1,operation_mismatch;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T004,buffer_service_area,missing_required_layer_role,1,missing_layer_roles;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T004,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T004,buffer_service_area,wrong_output_filename,1,output_filename_mismatch;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T004,buffer_service_area,geographic_crs_for_metric_buffer,1,unsafe_metric_crs
qwen2.5-coder:3b,grounded,T005,buffer_service_area,wrong_operation_family,1,operation_mismatch;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T005,buffer_service_area,missing_required_layer_role,1,missing_layer_roles;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T005,buffer_service_area,hallucinated_layer_alias,1,hallucinated_layer_name;missing_layer_roles;unsafe_metric_crs
qwen2.5-coder:3b,grounded,T005,buffer_service_area,wrong_output_filename,1,output_filename_mismatch;unsafe_metric_crs
