model,mode,task_id,task_type,planning_exec_ready,spec_path,contract_compatible,execution_success,output_valid,row_or_pixel_count,required_fields_ok,geometry_or_raster_ok,duration_seconds,output_path,repair_policy,repair_applied,repair_notes,error_type,error_message
qwen2.5-coder:3b,geoguard,T030,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_3b/geoguard/T030_geoguard.json,1,1,1,125825,1,1,0.809,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_3b/geoguard/T030/T030_multivariate_risk_map.png,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T001,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T001_geoguard.json,1,1,1,116,1,1,0.041,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T001/T001_buffer_hospitals.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T002,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T002_geoguard.json,1,1,1,116,1,1,0.041,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T002/T002_buffer_hospitals_2500m.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T003,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T003_geoguard.json,1,1,1,1,1,1,0.049,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T003/T003_buffer_hospitals_dissolved.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T004,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T004_geoguard.json,1,1,1,116,1,1,0.040,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T004/T004_buffer_hospitals_named.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T005,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T005_geoguard.json,1,1,1,116,1,1,0.039,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T005/T005_buffer_hospitals_area.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T006,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T006_geoguard.json,1,1,1,1696,1,1,0.348,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T006/T006_flood_tract_overlay.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T007,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T007_geoguard.json,1,1,1,1696,1,1,0.346,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T007/T007_flood_tract_overlay_area.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T008,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T008_geoguard.json,1,1,1,1696,1,1,0.348,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T008/T008_sfha_overlay.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T009,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T009_geoguard.json,1,1,1,2498,1,1,0.400,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T009/T009_flood_summary_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T010,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T010_geoguard.json,1,1,1,630,1,1,0.334,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T010/T010_high_flood_tracts.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T011,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T011_geoguard.json,1,1,1,2498,1,1,0.129,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T011/T011_school_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T012,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T012_geoguard.json,1,1,1,2498,1,1,0.114,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T012/T012_hospital_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T013,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T013_geoguard.json,1,1,1,2498,1,1,0.131,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T013/T013_school_density_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T014,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T014_geoguard.json,1,1,1,1399,1,1,0.103,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T014/T014_tracts_with_schools.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T015,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T015_geoguard.json,1,1,1,2498,1,1,0.166,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T015/T015_school_hospital_counts.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T016,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T016_geoguard.json,1,1,1,44,1,1,0.031,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T016/T016_temperature_clip.tif,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T017,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T017_geoguard.json,1,1,1,44,1,1,0.012,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T017/T017_temperature_clip_nodata.tif,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T018,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T018_geoguard.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T018/T018_temperature_clip_boundary_crs.tif,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T019,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T019_geoguard.json,1,1,1,44,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T019/T019_temperature_clip_compressed.tif,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T020,raster_clip,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T020_geoguard.json,1,1,1,117,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T020/T020_temperature_clip_metadata.tif,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T021,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T021_geoguard.json,1,1,1,2498,1,1,1.875,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T021/T021_temperature_zonal_stats.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T022,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T022_geoguard.json,1,1,1,2498,1,1,1.884,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T022/T022_temperature_mean_by_tract.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T023,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T023_geoguard.json,1,1,1,8,1,1,1.784,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T023/T023_temperature_stats_hot_tracts.gpkg,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T024,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T024_geoguard.json,1,1,1,2498,1,1,1.910,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T024/T024_temperature_school_join.gpkg,role_defaults,1,default_layer_roles:temperature_raster,,
qwen2.5-coder:7b,geoguard,T025,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T025_geoguard.json,1,1,1,2498,1,1,2.185,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T025/T025_temperature_flood_school.gpkg,role_defaults,1,"default_layer_roles:flood_zones,school_points",,
qwen2.5-coder:7b,geoguard,T026,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T026_geoguard.json,1,1,1,116972,1,1,0.470,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T026/T026_temperature_choropleth.png,role_defaults,0,,,
qwen2.5-coder:7b,geoguard,T027,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T027_geoguard.json,1,1,1,191284,1,1,0.541,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T027/T027_school_density_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:7b,geoguard,T028,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T028_geoguard.json,1,1,1,87286,1,1,0.677,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T028/T028_flood_exposure_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:7b,geoguard,T029,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T029_geoguard.json,1,1,1,186827,1,1,0.468,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T029/T029_hospital_access_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5-coder:7b,geoguard,T030,choropleth_export,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5-coder_7b/geoguard/T030_geoguard.json,1,1,1,117495,1,1,0.802,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5-coder_7b/geoguard/T030/T030_multivariate_risk_map.png,role_defaults,0,,,
qwen2.5:3b,geoguard,T001,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T001_geoguard.json,1,1,1,116,1,1,0.174,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T001/T001_buffer_hospitals.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T002,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T002_geoguard.json,1,1,1,116,1,1,0.174,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T002/T002_buffer_hospitals_2500m.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T003,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T003_geoguard.json,0,0,0,0,0,0,0.000,,role_defaults,0,,FileNotFoundError,[Errno 2] No such file or directory: 'experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T003_geoguard.json'
qwen2.5:3b,geoguard,T004,buffer_service_area,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T004_geoguard.json,1,1,1,116,1,1,0.174,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T004/T004_buffer_hospitals_named.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T005,buffer_service_area,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T005_geoguard.json,1,1,1,116,1,1,0.041,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T005/T005_buffer_hospitals_area.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T006,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T006_geoguard.json,1,1,1,1696,1,1,0.345,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T006/T006_flood_tract_overlay.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T007,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T007_geoguard.json,1,1,1,1696,1,1,0.346,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T007/T007_flood_tract_overlay_area.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T008,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T008_geoguard.json,1,1,1,1696,1,1,0.346,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T008/T008_sfha_overlay.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T009,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T009_geoguard.json,1,1,1,2498,1,1,0.397,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T009/T009_flood_summary_by_tract.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T010,overlay_intersection,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T010_geoguard.json,1,1,1,630,1,1,0.330,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T010/T010_high_flood_tracts.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T011,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T011_geoguard.json,1,1,1,2498,1,1,0.128,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T011/T011_school_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T012,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T012_geoguard.json,1,1,1,2498,1,1,0.111,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T012/T012_hospital_count_by_tract.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T013,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T013_geoguard.json,1,1,1,2498,1,1,0.132,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T013/T013_school_density_by_tract.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T014,point_count_join,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T014_geoguard.json,1,1,1,1399,1,1,0.103,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T014/T014_tracts_with_schools.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T015,point_count_join,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T015_geoguard.json,1,1,1,2498,1,1,0.170,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T015/T015_school_hospital_counts.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T016,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T016_geoguard.json,1,1,1,117,1,1,0.011,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T016/T016_temperature_clip.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5:3b,geoguard,T017,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T017_geoguard.json,1,1,1,117,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T017/T017_temperature_clip_nodata.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5:3b,geoguard,T018,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T018_geoguard.json,1,1,1,117,1,1,0.009,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T018/T018_temperature_clip_boundary_crs.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5:3b,geoguard,T019,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T019_geoguard.json,1,1,1,117,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T019/T019_temperature_clip_compressed.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5:3b,geoguard,T020,raster_clip,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T020_geoguard.json,1,1,1,117,1,1,0.010,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T020/T020_temperature_clip_metadata.tif,role_defaults,1,"default_layer_roles:study_boundary,temperature_raster",,
qwen2.5:3b,geoguard,T021,zonal_statistics,1,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T021_geoguard.json,1,1,1,2498,1,1,1.830,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T021/T021_temperature_zonal_stats.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T022,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T022_geoguard.json,1,1,1,2498,1,1,1.857,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T022/T022_temperature_mean_by_tract.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T023,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T023_geoguard.json,1,1,1,8,1,1,1.790,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T023/T023_temperature_stats_hot_tracts.gpkg,role_defaults,0,,,
qwen2.5:3b,geoguard,T024,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T024_geoguard.json,1,1,1,2498,1,1,1.935,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T024/T024_temperature_school_join.gpkg,role_defaults,1,default_layer_roles:school_points,,
qwen2.5:3b,geoguard,T025,zonal_statistics,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T025_geoguard.json,1,1,1,2498,1,1,2.187,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T025/T025_temperature_flood_school.gpkg,role_defaults,1,"default_layer_roles:flood_zones,school_points",,
qwen2.5:3b,geoguard,T026,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T026_geoguard.json,1,1,1,130186,1,1,0.450,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T026/T026_temperature_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5:3b,geoguard,T027,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T027_geoguard.json,1,1,1,101357,1,1,0.521,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T027/T027_school_density_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
qwen2.5:3b,geoguard,T028,choropleth_export,0,experiments/07_grounded_gis_workflow_benchmark/outputs/generated_specs/qwen2.5_3b/geoguard/T028_geoguard.json,1,1,1,87286,1,1,0.694,experiments/08_workflow_contract_execution/outputs/artifacts/qwen2.5_3b/geoguard/T028/T028_flood_exposure_choropleth.png,role_defaults,1,default_layer_roles:zonal_input_for_map,,
